id,entropy
launchpad:0000937044,5.184424
launchpad:0000949236,3.971322
launchpad:0000949397,3.230836
launchpad:0000950146,5.182866
launchpad:0000952427,5.089031
launchpad:0000952703,5.121183
launchpad:0000952716,4.256662
launchpad:0000953788,4.698520
launchpad:0000953802,4.698769
launchpad:0000953950,5.128369
launchpad:0000961765,5.196701
launchpad:0000963087,5.182997
launchpad:0000963457,5.050680
launchpad:0000965340,5.168216
launchpad:0000966788,5.168302
launchpad:0000967277,5.201613
launchpad:0000970059,5.124453
launchpad:0000970323,5.077784
launchpad:0000970916,4.807341
launchpad:0000975122,4.166469
launchpad:0000975994,5.080860
launchpad:0000977620,4.514369
launchpad:0000981963,5.105440
launchpad:0000984118,5.211978
launchpad:0000988045,4.785871
launchpad:0001009884,4.895036
launchpad:0001010214,4.967961
launchpad:0001016361,4.962945
launchpad:0001017143,4.951586
launchpad:0001022821,3.660171
launchpad:0001025110,4.717995
launchpad:0001054753,4.922085
launchpad:0001062631,5.134030
launchpad:0001070858,5.074514
launchpad:0001077707,5.150505
launchpad:0001110251,4.557483
launchpad:0001120457,5.125799
launchpad:0001124978,4.886418
launchpad:0001131220,5.062781
launchpad:0001132597,4.748061
launchpad:0001151620,5.076592
launchpad:0001153994,5.118362
launchpad:0001156110,5.148045
launchpad:0001156478,4.980641
launchpad:0001157753,4.787643
launchpad:0001162523,3.672815
launchpad:0001164515,3.672517
launchpad:0001198360,5.084926
launchpad:0001208986,3.944240
launchpad:0001217168,4.926286
launchpad:0001225572,4.139903
launchpad:0001232682,4.912614
launchpad:0001234786,4.133195
launchpad:0001236456,4.997587
launchpad:0001276753,4.875373
launchpad:0001283874,5.204735
launchpad:0001288682,4.656024
launchpad:0001302143,4.890588
launchpad:0001332485,3.686406
launchpad:0001468024,4.717572
