id,entropy
launchpad:0000961119,5.087958
launchpad:0000333105,4.973209
launchpad:0000865471,5.139560
launchpad:0000811019,5.185938
launchpad:0000336316,4.890549
launchpad:0000946967,5.091365
launchpad:0000976982,5.060693
launchpad:0000916456,4.853112
launchpad:0000934327,5.093076
launchpad:0000851795,4.981463
launchpad:0000559595,4.920218
launchpad:0001007226,5.225174
launchpad:0000853440,4.984684
launchpad:0000949896,5.035687
launchpad:0000983902,5.145042
launchpad:0000845896,5.177063
launchpad:0000546063,4.480478
launchpad:0000939706,5.190791
launchpad:0000867682,5.089892
launchpad:0000346641,4.845176
launchpad:0000341021,4.832785
launchpad:0000314705,4.979257
launchpad:0000931547,5.063817
launchpad:0000571452,4.857989
launchpad:0000543077,4.939785
launchpad:0000129075,4.996787
launchpad:0000923042,5.077403
launchpad:0000854862,5.194273
launchpad:0000562505,5.024116
launchpad:0001283610,5.066304
launchpad:0000722831,5.183972
launchpad:0000844692,5.070540
launchpad:0000950432,5.122083
launchpad:0000556635,5.002856
launchpad:0001421323,5.318724
launchpad:0000627193,4.826191
launchpad:0000867917,5.055608
launchpad:0000747246,5.186965
launchpad:0001027414,5.195378
launchpad:0000845574,5.128806
launchpad:0001153820,5.105698
launchpad:0000929826,5.080571
launchpad:0000968624,5.081363
launchpad:0000974687,5.097391
launchpad:0000913256,5.103603
launchpad:0000942587,5.042689
launchpad:0000405080,5.120183
launchpad:0000282794,4.906159
launchpad:0000762397,5.133569
launchpad:0000139909,5.025928
launchpad:0000945798,5.021414
launchpad:0000440642,4.647536
launchpad:0000955343,5.198064
launchpad:0000352679,4.767737
launchpad:0000923170,5.019037
launchpad:0000346213,4.878161
launchpad:0000931389,5.145213
launchpad:0000949743,5.078944
launchpad:0000878298,5.055329
launchpad:0000380346,4.593287
launchpad:0000411750,4.455228
launchpad:0001049198,5.089929
launchpad:0000797575,5.045205
launchpad:0000851762,5.047782
launchpad:0000909797,5.132834
launchpad:0000953234,5.174789
launchpad:0001064290,4.961087
launchpad:0000973361,5.018490
launchpad:0000926184,5.121361
launchpad:0000182752,4.801166
launchpad:0000940782,4.993946
launchpad:0000908670,5.016597
launchpad:0000147761,5.041412
launchpad:0001054087,5.078328
launchpad:0000869199,5.055367
launchpad:0000746759,5.196683
launchpad:0000955036,5.049366
launchpad:0000855040,5.236618
launchpad:0000537440,4.878925
launchpad:0000321281,4.944764
launchpad:0000855302,5.187891
launchpad:0000918548,5.147061
launchpad:0000904429,5.129459
launchpad:0000436477,5.256708
launchpad:0001208213,4.830608
launchpad:0000817707,5.023661
